label	corr_to_template	resid_cv	translation_mm	rotation_deg	corr_dev	outlier
input00	0.9971532925908609	0.031483642756938934	n/a	n/a	5.002125186959194e-05	False
input01	0.9970849328840161	0.031781792640686035	n/a	n/a	-1.833845497523079e-05	False
input02	0.9971216097939667	0.031528763473033905	n/a	n/a	1.833845497534181e-05	False
input03	-0.1756539185538648	0.9263259172439575	n/a	n/a	-1.1727571898928562	True
